Feature,Kingdom,Phylum,Class,Order,Family,Genus
x1589,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Lentithecium
x1591,Eukaryota,Ascomycota,Dothideomycetes,Mytilinidiales,Argynnaceae,Lepidopterella
x1626,Eukaryota,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lindra
x1629,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipomyces
x1642,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Lodderomyces
x1653,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma
x1654,Eukaryota,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Lophium
x1679,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Macroventuria
x1765,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Melanomma
x1855,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia
x1856,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma
x1868,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium
x1875,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Microsporum
x1881,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Millerozyma
x1901,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Mollisia
x1903,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Monascus
x1913,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella
x1946,Eukaryota,Ascomycota,Dothideomycetes,Myriangiales,Myriangiaceae,Myriangium
x1957,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces
x1959,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Nannizzia
x1978,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma
x2010,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora
x2086,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea
x2089,Eukaryota,Ascomycota,Leotiomycetes,unclassified,Myxotrichaceae,Oidiodendron
x2104,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Ophiobolus
x2166,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,unclassified,Paracoccidioides
x2180,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria
x2193,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora
x2196,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Parathielavia
x2206,Eukaryota,Ascomycota,Dothideomycetes,Patellariales,Patellariaceae,Patellaria
x2238,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
x2257,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma
x2288,Eukaryota,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta
x2293,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia
x2295,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia
x2326,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus
x2327,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleomassariaceae,Pleomassaria
x2336,Eukaryota,Ascomycota,Pneumocystidomycetes,Pneumocystidales,Pneumocystidaceae,Pneumocystis
x2337,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Podospora
x2341,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Polychaeton
x2345,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Polyplosphaeria
x2393,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Protomycetaceae,Protomyces
x2412,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora
x2431,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Pseudomassariaceae,Pseudomassariella
x2449,Eukaryota,Ascomycota,Dothideomycetes,Acrospermales,Acrospermaceae,Pseudovirgaria
x2469,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta
x2470,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora
x2471,Eukaryota,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia
x2603,Eukaryota,Ascomycota,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata
x2610,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces
x2616,Eukaryota,Ascomycota,unclassified,unclassified,unclassified,Saitoella
x2661,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces
x2665,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces
x2677,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia
x2763,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Sodiomyces
x2775,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Spathaspora
x2782,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina
x2807,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia
x2810,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora
x2843,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Sugiyamaella
x2844,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Suhomyces
x2868,Eukaryota,Ascomycota,Xylonomycetes,Symbiotaphrinales,Symbiotaphrinaceae,Symbiotaphrina
x2884,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces
x2914,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Teratosphaeria
x2929,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora
x3004,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces
x3010,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thielavia
x3039,Eukaryota,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Thozetella
x3056,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trigonopsidaceae,Tortispora
x3057,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora
x3058,Eukaryota,Ascomycota,Dothideomycetes,Venturiales,Cylindrosympodiaceae,Tothia
x3063,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Trematosphaeriaceae,Trematosphaeria
x3068,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium
x3070,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma
x3073,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton
x3088,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber
x3102,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Uncinocarpus
x3115,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma
x3129,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium
x3137,Eukaryota,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Viridothelium
x3156,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella
x3157,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces
x3160,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Wilcoxina
x3187,Eukaryota,Ascomycota,Xylonomycetes,Xylonales,Xylonaceae,Xylona
x3189,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma
x3191,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia
x3201,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zasmidium
x3211,Eukaryota,Ascomycota,Dothideomycetes,unclassified,Zopfiaceae,Zopfia
x3213,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces
x3216,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria
x65,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Acyrthosiphon
x70,Eukaryota,Arthropoda,Insecta,Diptera,Culicidae,Aedes
x238,Eukaryota,Arthropoda,Insecta,Diptera,Culicidae,Anopheles
x249,Eukaryota,Arthropoda,Insecta,Hymenoptera,Apidae,Apis
x416,Eukaryota,Arthropoda,Insecta,Lepidoptera,Bombycidae,Bombyx
x791,Eukaryota,Arthropoda,Insecta,Diptera,Culicidae,Culex
x826,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia
x961,Eukaryota,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila
x1439,Eukaryota,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes
x1961,Eukaryota,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Nasonia
x2219,Eukaryota,Arthropoda,Insecta,Phthiraptera,Pediculidae,Pediculus
x3066,Eukaryota,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tribolium
x692,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas
x1084,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas
x256,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex
x352,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium
x917,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium
x1387,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenivirga
x1389,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter
x1390,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobaculum
x1392,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Hydrogenothermus
x2253,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella
x2278,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Phorcysia
x2855,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium
x2968,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis
x3006,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio
x3124,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Venenivibrio
x343,Eukaryota,Apicomplexa,Aconoidasida,Piroplasmida,Babesiidae,Babesia
x788,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Cryptosporidiidae,Cryptosporidium
x2323,Eukaryota,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium
x2947,Eukaryota,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,Theileria
x601,Eukaryota,Annelida,Polychaeta,unclassified,Capitellidae,Capitella
x1341,Eukaryota,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Helobdella
x7,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Acaricomes
x28,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium
x32,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium
x34,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidithrix
x39,Bacteria,Actinobacteria,Actinomycetia,Acidothermales,Acidothermaceae,Acidothermus
x45,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Actinoallomurus
x46,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
x48,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinobaculum
x49,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinocatenispora
x50,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Actinocorallia
x51,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Actinocrispum
x52,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Actinokineospora
x53,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Actinomadura
x54,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces
x55,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora
x56,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola
x57,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes
x58,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Actinopolymorphaceae,Actinopolymorpha
x59,Bacteria,Actinobacteria,Actinomycetia,Actinopolysporales,Actinopolysporaceae,Actinopolyspora
x60,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Actinorugispora
x61,Bacteria,Actinobacteria,Actinomycetia,Catenulisporales,Actinospicaceae,Actinospica
x62,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema
x63,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Actinotalea
x64,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinotignum
x67,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia
x74,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Aeriscardovia
x76,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium
x80,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium
x94,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agreia
x97,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agrococcus
x98,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agromyces
x109,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Aldersonia
x146,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Alloactinosynnema
x152,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria
x154,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,unclassified,Allonocardiopsis
x156,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Allosalinactinospora
x157,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia
x158,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Allostreptomyces
x161,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Alpinimonas
x182,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Amnibacterium
x190,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
x236,Bacteria,Actinobacteria,Actinomycetia,Kineosporiales,Kineosporiaceae,Angustibacter
x244,Bacteria,Actinobacteria,Actinomycetia,Geodermatophilales,Antricoccaceae,Antricoccus
x259,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Aquiluna
x267,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Arabia
x270,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Arachnia
x272,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Arcanobacterium
x287,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Arsenicicoccus
x290,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter
x295,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Asanoa
x306,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
x313,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Aurantimicrobium
x315,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Auraticoccus
x325,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Auritidibacter
x328,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermatophilaceae,Austwickia
x360,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Barrientosiimonas
x385,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Berryella
x389,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Beutenbergiaceae,Beutenbergia
x394,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
x404,Bacteria,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Blastococcus
x411,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Bogoriellaceae,Bogoriella
x415,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bombiscardovia
x425,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Boudabousia
x426,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Bowdeniella
x427,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Brachybacterium
x434,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Branchiibius
x440,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium
x451,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Brooklawnia
x495,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Calidifontibacter
x554,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,Candidatus_Microthrix
x557,Bacteria,Actinobacteria,Actinomycetia,Candidatus_Nanopelagicales,Candidatus_Nanopelagicaceae,Candidatus_Nanopelagicus
x575,Bacteria,Actinobacteria,Actinomycetia,Candidatus_Nanopelagicales,Candidatus_Nanopelagicaceae,Candidatus_Planktophila
x612,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Catellatospora
x614,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Catelliglobosispora
x618,Bacteria,Actinobacteria,Actinomycetia,Catenulisporales,Catenulisporaceae,Catenulispora
x619,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Catenuloplanes
x628,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas
x631,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Cellulosimicrobium
x699,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Citricoccus
x707,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Clavibacter
x732,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
x738,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Compostimonas
x740,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter
x756,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacterium
x761,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium
x763,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Couchioplanes
x782,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Cryobacterium
x783,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Cryocola
x785,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium
x787,Bacteria,Actinobacteria,Actinomycetia,Cryptosporangiales,Cryptosporangiaceae,Cryptosporangium
x797,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Curtobacterium
x801,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium
x821,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Dactylosporangium
x847,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Demequinaceae,Demequina
x848,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Demetria
x851,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Denitrobacterium
x853,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Dermabacter
x854,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Dermacoccus
x855,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermatophilaceae,Dermatophilus
x927,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Devriesea
x931,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Diaminobutyricimonas
x942,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Dietziaceae,Dietzia
x978,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella
x993,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Embleya
x1005,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enorma
x1009,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Enteractinococcus
x1060,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Fannyhessea
x1065,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ferrimicrobium
x1067,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ferrithrix
x1093,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Flaviflexus
x1096,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Jonesiaceae,Flavimobilis
x1107,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Flexivirga
x1125,Bacteria,Actinobacteria,Actinomycetia,Frankiales,Frankiaceae,Frankia
x1128,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Friedmanniella
x1129,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Frigoribacterium
x1133,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Frondihabitans
x1158,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
x1159,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Garicola
x1177,Bacteria,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Geodermatophilus
x1181,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Bogoriellaceae,Georgenia
x1201,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Glaciibacter
x1202,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Glaciihabitans
x1204,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Gleimia
x1213,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter
x1215,Bacteria,Actinobacteria,Actinomycetia,Glycomycetales,Glycomycetaceae,Glycomyces
