"","p.Weighted","q.Weighted","cor.Weighted","Z.Weighted","p.Standard","q.Standard","cor.Standard","Z.Standard"
"KO:K11901",1.55209178842597e-12,3.16545035797402e-10,-0.891458991919759,-11.1296362046485,0.000114887423506627,0.000912390182186381,-0.613319648072744,-4.39263990782325
"KO:K11902",1.17630136742264e-08,2.95984921997579e-07,-0.802099739266193,-7.59785094365198,0.00379242899876342,0.0098971988989006,-0.483221540905798,-3.12223840657469
"KO:K11903",2.1449508835758e-13,8.31168467385623e-11,-0.904674677515962,-12.0102729621488,1.05394703802109e-05,0.000201221705832834,-0.678018575851393,-5.21798457671745
"KO:K11904",3.65077301722749e-10,1.57518566091931e-08,-0.843863968653385,-8.89675079649775,2.37023510711865e-05,0.000335862178642462,-0.657718208455114,-4.93932499046967
"KO:K11905",0.0403920263862882,0.142549273448877,-0.353311027427562,-2.1364151245058,0.0180618092759501,0.0308472447490224,-0.403182434925563,-2.49229085829089
"KO:K11906",1.3610482061388e-06,1.74637807906883e-05,-0.723101671097548,-5.92186817102213,0.00884636004908979,0.0185493265939511,-0.442108270157097,-2.78823729958094
"KO:K11907",0.66639251851766,0.999932788867681,-0.0766933804438936,-0.435124837212969,0.0758080368167375,0.0838399568081012,-0.308565531475748,-1.83505527028537
"KO:K11912",0.527711263675335,0.935016528002708,-0.11215449807332,-0.638469895318203,0.0774626503623872,0.0853575940548616,-0.306922188610135,-1.82426284227508
"KO:K11927",0.846464795807535,0.999932788867681,0.0344875869835974,0.195207376730125,0.378833229456418,0.258701912633174,0.155830753353973,0.892413791428047
"KO:K11928",0.96918117092614,0.999932788867681,0.00688329421407975,0.0389387145894218,0.949294613152798,0.454178818297133,-0.0113294828698298,-0.0640933468694508
"KO:K11936",0.918596884059222,0.999932788867681,-0.0182069741979325,-0.103011274582237,0.825186175253427,0.420423671320978,-0.039337290842792,-0.222697691279462
"KO:K11940",0.592549806732762,0.987331343086138,0.0951261223361084,0.540565952532502,0.170740560048492,0.148244266520395,0.240454076367389,1.40132790136521
"KO:K11942",0.559939744391359,0.961856996324937,-0.103576544526932,-0.589085822692341,0.749847894713359,0.397789870327227,0.0567595459236326,0.321598935435929
